timestamp,age,gender,purchase_frequency,purchase_categories,personalized_recommendation_frequency,browsing_frequency,product_search_method,search_result_exploration,customer_reviews_importance,add_to_cart_browsing,cart_completion_frequency,cart_abandonment_factors,saveforlater_frequency,review_left,review_reliability,review_helpfulness,personalized_recommendation_frequency_1,recommendation_helpfulness,rating_accuracy,shopping_satisfaction,service_appreciation,improvement_areas,rating_accuracy_num,customer_reviews_importance_num,recommendation_helpfulness_num,shopping_satisfaction_num,saveforlater_frequency_num,cart_completion_frequency_num,timestamp_parsed,ts_year,ts_month,ts_day,ts_hour,ts_weekday,timestamp_topic_0,timestamp_topic_1,timestamp_topic_2,timestamp_topic_3,timestamp_topic_4,timestamp_topic_5,purchase_categories_topic_0,purchase_categories_topic_1,cart_abandonment_factors_topic_0,cart_abandonment_factors_topic_1,cluster_kmeans,cluster_dbscan,cluster_agg,cluster_gmm,cluster_label_used
2023/06/06 7:11:46 PM GMT+5:30,33,Female,Once a week,Beauty and Personal Care;others,No,Few times a week,Filter,First page,5,Maybe,Never,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,2,Yes,1,1,Product recommendations,Shipping speed and reliability,1.0,5.0,,1.0,2.0,1.0,2023-06-06 19:11:46-05:30,2023,6,6,19,1,0.0418360840653076,0.0420991044091057,0.0418916097290602,0.0418148636066816,0.04203255695916,0.7903257812306846,0.1273542546663209,0.8726457453336791,0.9166431756145148,0.083356824385485,1,-1,0,0,1
2023/06/06 7:12:54 PM GMT+5:30,31,Prefer not to say,Once a month,Clothing and Fashion,No,Few times a month,categories,First page,3,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,No,3,No,5,4,Wide product selection,Shipping speed and reliability,5.0,3.0,,4.0,3.0,3.0,2023-06-06 19:12:54-05:30,2023,6,6,19,1,0.0418347491471973,0.0419597474185643,0.790302453259977,0.0418731013905343,0.0421193182422645,0.0419106305414625,0.1801228724025039,0.8198771275974961,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/06 7:15:48 PM GMT+5:30,40,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Filter,First page,2,No,Always,High shipping costs,Often,No,Occasionally,No,1,Yes,1,2,Product recommendations,Reducing packaging waste,1.0,2.0,,2.0,4.0,5.0,2023-06-06 19:15:48-05:30,2023,6,6,19,1,0.0418361827416857,0.0419879671519072,0.0418380223491866,0.0422564959572329,0.0418236751166475,0.7902576566833399,0.6183487466931364,0.3816512533068635,0.1250428283408851,0.8749571716591149,1,-1,0,1,1
2023/06/06 7:16:28 PM GMT+5:30,37,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,First page,3,No,Sometimes,Found a better price elsewhere,Always,No,Occasionally,No,2,No,3,4,Product recommendations,Customer service responsiveness,3.0,3.0,,4.0,5.0,3.0,2023-06-06 19:16:28-05:30,2023,6,6,19,1,0.4419682190739099,0.3905538234946407,0.0418817476705519,0.0418526058903838,0.0418636121276941,0.0418799917428193,0.0868156385412483,0.9131843614587516,0.1666824542265414,0.8333175457734585,0,-1,0,0,0
2023/06/06 7:17:17 PM GMT+5:30,25,Prefer not to say,Few times a month,Beauty and Personal Care,No,Rarely,categories,First page,3,No,Rarely,Changed my mind or no longer need the item,Often,No,Heavily,No,2,No,3,2,User-friendly website/app interface,Product quality and accuracy,3.0,3.0,,2.0,4.0,2.0,2023-06-06 19:17:17-05:30,2023,6,6,19,1,0.0418346369413797,0.0417964019409762,0.7906769835354982,0.0418731588684484,0.0419837161077144,0.041835102605983,0.1273542546663209,0.8726457453336791,0.9166431756145148,0.083356824385485,0,-1,0,0,0
2023/06/06 7:18:01 PM GMT+5:30,60,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Keyword,First page,2,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,2,No,2,3,Product recommendations,Customer service responsiveness,2.0,2.0,,3.0,3.0,3.0,2023-06-06 19:18:01-05:30,2023,6,6,19,1,0.0418639923039215,0.0418189276705041,0.0418661446749254,0.0420625031963228,0.4074092182616506,0.4249792138926753,0.0868156385412483,0.9131843614587516,0.9166431756145148,0.083356824385485,0,-1,1,0,0
2023/06/06 7:18:52 PM GMT+5:30,18,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,categories,First page,3,Maybe,Sometimes,Found a better price elsewhere,Often,No,Rarely,No,4,No,4,4,Competitive prices,Reducing packaging waste,4.0,3.0,,4.0,4.0,3.0,2023-06-06 19:18:52-05:30,2023,6,6,19,1,0.0418793938921379,0.3897788301401896,0.0418817455596684,0.0419234624054007,0.0418634960532532,0.4426730719493499,0.5289709476808155,0.4710290523191844,0.1666824542265414,0.8333175457734585,0,-1,0,0,0
2023/06/06 7:19:43 PM GMT+5:30,50,Male,Less than once a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,categories,Multiple pages,3,No,Never,others,Rarely,No,Occasionally,No,4,No,4,4,Product recommendations,Shipping speed and reliability,4.0,3.0,,4.0,2.0,1.0,2023-06-06 19:19:43-05:30,2023,6,6,19,1,0.7908605813887428,0.0418249028215014,0.0418383917277879,0.0418151895529,0.0418239485161024,0.0418369859929654,0.6183487466931364,0.3816512533068635,0.5,0.5,0,-1,0,0,0
2023/06/06 7:20:35 PM GMT+5:30,24,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,1,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Occasionally,Sometimes,3,No,2,3,Wide product selection,Product quality and accuracy,2.0,1.0,,3.0,2.0,3.0,2023-06-06 19:20:35-05:30,2023,6,6,19,1,0.790333686830623,0.0417978905374088,0.0421380661192718,0.041815294389083,0.0419914879455747,0.0419235741780386,0.3414092851526727,0.6585907148473272,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/06 7:21:26 PM GMT+5:30,19,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,First page,3,No,Often,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,No,3,2,Wide product selection,Customer service responsiveness,3.0,3.0,,2.0,3.0,4.0,2023-06-06 19:21:26-05:30,2023,6,6,19,1,0.0418898519502364,0.3971083411844687,0.0419798815901803,0.0418617011751376,0.4351504281301602,0.0420097959698166,0.0868156385412483,0.9131843614587516,0.1666824542265414,0.8333175457734585,0,-1,1,1,0
2023/06/06 7:22:31 PM GMT+5:30,18,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,others,First page,4,Maybe,Rarely,High shipping costs,Always,Yes,Moderately,No,1,No,2,1,Wide product selection,Product quality and accuracy,2.0,4.0,,1.0,5.0,2.0,2023-06-06 19:22:31-05:30,2023,6,6,19,1,0.041868092547775,0.0418883348432762,0.4305524774377344,0.4018803330390817,0.041942104307109,0.0418686578250234,0.0868156385412483,0.9131843614587516,0.1250428283408851,0.8749571716591149,1,-1,0,1,1
2023/06/06 7:23:25 PM GMT+5:30,17,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,Always,Yes,Moderately,No,2,No,2,2,Wide product selection,Customer service responsiveness,2.0,3.0,,2.0,5.0,1.0,2023-06-06 19:23:25-05:30,2023,6,6,19,1,0.0418689383142978,0.041822711048941,0.0420787834117956,0.401692873017378,0.0418539447711497,0.4306827494364376,0.438176088948605,0.561823911051395,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/06 7:31:34 PM GMT+5:30,27,Female,Once a month,Beauty and Personal Care,No,Few times a week,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,3,Sometimes,3,2,Wide product selection,Shipping speed and reliability,3.0,1.0,3.0,2.0,3.0,4.0,2023-06-06 19:31:34-05:30,2023,6,6,19,1,0.4154811000835915,0.0418128749996504,0.4170828946285471,0.0418323120542873,0.0419341841828327,0.0418566340510905,0.1273542546663209,0.8726457453336791,0.9166431756145148,0.083356824385485,1,-1,1,1,1
2023/06/06 7:39:44 PM GMT+5:30,23,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,Filter,Multiple pages,1,No,Often,Changed my mind or no longer need the item,Never,No,Heavily,Yes,5,No,5,2,Wide product selection,Product quality and accuracy,5.0,1.0,,2.0,1.0,4.0,2023-06-06 19:39:44-05:30,2023,6,6,19,1,0.7905157331487891,0.0419706463547403,0.0418857054189154,0.0418152249298065,0.0419757278408669,0.0418369623068817,0.4322740400109385,0.5677259599890614,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/06 7:40:11 PM GMT+5:30,35,Female,Few times a month,Beauty and Personal Care,No,Few times a month,categories,First page,3,Maybe,Rarely,Found a better price elsewhere,Often,Yes,Occasionally,No,2,No,4,2,Product recommendations,Reducing packaging waste,4.0,3.0,,2.0,4.0,2.0,2023-06-06 19:40:11-05:30,2023,6,6,19,1,0.0418360953821031,0.0421111021129325,0.0418379516998672,0.0418148714792192,0.0419636882032167,0.790436291122661,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,0,-1,0,0,0
2023/06/06 7:40:53 PM GMT+5:30,57,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Filter,Multiple pages,2,No,Always,Changed my mind or no longer need the item,Rarely,No,Occasionally,Yes,3,Sometimes,3,1,Product recommendations,Reducing packaging waste,3.0,2.0,3.0,1.0,2.0,5.0,2023-06-06 19:40:53-05:30,2023,6,6,19,1,0.0418412089294467,0.0417988973346048,0.0418433669933195,0.0418174319305692,0.0418270175434713,0.7908720772685883,0.562945602628819,0.437054397371181,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/06 7:41:36 PM GMT+5:30,54,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,First page,3,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Moderately,No,3,No,2,2,Competitive prices,Product quality and accuracy,2.0,3.0,,2.0,3.0,2.0,2023-06-06 19:41:36-05:30,2023,6,6,19,1,0.0418500980127599,0.0418082636336712,0.0421435223028287,0.041827078228977,0.790520431253524,0.0418506065682389,0.862501152540363,0.1374988474596371,0.1666824542265414,0.8333175457734585,1,-1,0,0,1
2023/06/06 7:42:13 PM GMT+5:30,26,Prefer not to say,Once a month,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,2,No,Sometimes,High shipping costs,Often,No,Heavily,No,2,No,2,2,Wide product selection,Shipping speed and reliability,2.0,2.0,,2.0,4.0,3.0,2023-06-06 19:42:13-05:30,2023,6,6,19,1,0.7898661175466916,0.0421159063392666,0.042334138894549,0.0420220656104812,0.0418243539953018,0.0418374176137097,0.1273542546663209,0.8726457453336791,0.1250428283408851,0.8749571716591149,1,-1,0,1,1
2023/06/06 7:42:51 PM GMT+5:30,46,Male,Once a week,Beauty and Personal Care,Sometimes,Rarely,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,Often,Yes,Heavily,No,2,No,2,2,Competitive prices,Customer service responsiveness,2.0,2.0,,2.0,4.0,4.0,2023-06-06 19:42:51-05:30,2023,6,6,19,1,0.0419897601862504,0.7899729399113171,0.0423019563850442,0.0419769878096032,0.0418706754570131,0.0418876802507719,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/06 7:46:27 PM GMT+5:30,26,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Keyword,Multiple pages,1,Maybe,Often,others,Often,Yes,Moderately,Yes,3,Sometimes,3,2,Competitive prices,Add more familiar brands to the list,3.0,1.0,3.0,2.0,4.0,4.0,2023-06-06 19:46:27-05:30,2023,6,6,19,1,0.0418361546124804,0.0417975617562534,0.0419391284087041,0.042062685024028,0.0418889579046618,0.7904755122938721,0.562945602628819,0.437054397371181,0.5,0.5,1,-1,0,0,1
2023/06/06 7:54:19 PM GMT+5:30,24,Male,Once a month,others,No,Few times a month,Filter,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Yes,1,Yes,3,2,User-friendly website/app interface,Shipping speed and reliability,3.0,1.0,,2.0,4.0,4.0,2023-06-06 19:54:19-05:30,2023,6,6,19,1,0.4246124138608931,0.0421244789332603,0.0421327294895869,0.0418395403198003,0.4074258759640841,0.041864961432375,0.5,0.5,0.9166431756145148,0.083356824385485,1,-1,1,1,1
2023/06/06 8:01:47 PM GMT+5:30,26,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Heavily,Yes,2,Yes,1,1,User-friendly website/app interface,Shipping speed and reliability,1.0,1.0,,1.0,1.0,4.0,2023-06-06 20:01:47-05:30,2023,6,6,20,1,0.0418609075902905,0.041897689201657,0.0419221749624662,0.790258323294656,0.0421994568119845,0.0418614481389457,0.438176088948605,0.561823911051395,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/06 8:08:19 PM GMT+5:30,27,Male,Once a month,Clothing and Fashion,No,Few times a month,categories,Multiple pages,5,Maybe,Often,High shipping costs,Never,Yes,Heavily,Yes,3,Yes,1,2,Wide product selection,Shipping speed and reliability,1.0,5.0,,2.0,1.0,4.0,2023-06-06 20:08:19-05:30,2023,6,6,20,1,0.7903203046108513,0.0418247544891527,0.0419201218153894,0.0420883207486104,0.042009514697945,0.041836983638051,0.1801228724025039,0.8198771275974961,0.1250428283408851,0.8749571716591149,1,-1,0,1,1
2023/06/06 8:55:08 PM GMT+5:30,22,Female,Few times a month,Beauty and Personal Care,Yes,Multiple times a day,Filter,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,1,Sometimes,3,3,Competitive prices,Customer service responsiveness,3.0,3.0,3.0,3.0,5.0,4.0,2023-06-06 20:55:08-05:30,2023,6,6,20,1,0.0420244675475989,0.0418083114377452,0.0419313842285212,0.0421044613321729,0.7901759898412899,0.0419553856126716,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,0,-1,1,1,0
2023/06/06 8:56:17 PM GMT+5:30,24,Male,Few times a month,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,3,Product recommendations,Customer service responsiveness,3.0,3.0,,3.0,3.0,3.0,2023-06-06 20:56:17-05:30,2023,6,6,20,1,0.0418378538300921,0.0417965836298735,0.7900933199711379,0.0425360494843894,0.0419008402441707,0.0418353528403363,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/06 8:57:23 PM GMT+5:30,25,Male,Multiple times a week,Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Often,No,Occasionally,Sometimes,2,No,3,3,Competitive prices,Reducing packaging waste,3.0,3.0,,3.0,4.0,4.0,2023-06-06 20:57:23-05:30,2023,6,6,20,1,0.0425196052971341,0.0418166031143131,0.0419496479672266,0.7899974147352402,0.0418552227209249,0.0418615061651609,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,0,-1,0,0,0
2023/06/06 9:08:20 PM GMT+5:30,22,Prefer not to say,Once a month,Beauty and Personal Care,Yes,Few times a week,others,First page,2,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,No,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,3.0,2.0,3.0,3.0,3.0,4.0,2023-06-06 21:08:20-05:30,2023,6,6,21,1,0.7900086027049392,0.041798032139385,0.0421302878663709,0.0420826289243825,0.0420834798868546,0.0418969684780676,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/06 9:08:39 PM GMT+5:30,27,Male,Once a month,others,No,Few times a month,Keyword,Multiple pages,1,Yes,Often,High shipping costs,Never,Yes,Heavily,Yes,3,Yes,1,1,User-friendly website/app interface,Shipping speed and reliability,1.0,1.0,,1.0,1.0,4.0,2023-06-06 21:08:39-05:30,2023,6,6,21,1,0.7900502213800727,0.0418803089797353,0.0419688282191415,0.0420818777847055,0.0421816736602188,0.0418370899761258,0.5,0.5,0.1250428283408851,0.8749571716591149,1,-1,1,1,1
2023/06/06 11:06:30 PM GMT+5:30,23,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,First page,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,2,Yes,2,2,Competitive prices,Shipping speed and reliability,2.0,1.0,,2.0,3.0,3.0,2023-06-06 23:06:30-05:30,2023,6,6,23,1,0.0560312080674242,0.7194509200156916,0.0560365830471713,0.0559701035847758,0.0561851478859026,0.0563260373990343,0.6183487466931364,0.3816512533068635,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/06 11:28:31 PM GMT+5:30,24,Male,Less than once a month,Clothing and Fashion,No,Few times a month,categories,First page,1,Maybe,Sometimes,High shipping costs,Never,No,Heavily,Yes,3,Yes,3,3,User-friendly website/app interface,Product quality and accuracy,3.0,1.0,,3.0,1.0,3.0,2023-06-06 23:28:31-05:30,2023,6,6,23,1,0.3070532464001839,0.2841086475263815,0.3079618554298992,0.0334428452801842,0.033728857302278,0.0337045480610733,0.1801228724025039,0.8198771275974961,0.1250428283408851,0.8749571716591149,0,-1,1,1,0
2023/06/07 12:58:28 AM GMT+5:30,24,Female,Less than once a month,Beauty and Personal Care,No,Rarely,categories,First page,4,Yes,Sometimes,Changed my mind or no longer need the item,Never,No,Moderately,Yes,3,No,3,3,Competitive prices,Product quality and accuracy,3.0,4.0,,3.0,1.0,3.0,2023-06-07 00:58:28-05:30,2023,6,7,0,2,0.2659359239392291,0.273181265246901,0.3605340904706819,0.0335651971131665,0.0333335671289354,0.0334499561010857,0.1273542546663209,0.8726457453336791,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/07 3:08:03 AM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,No,Few times a month,Filter,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,Sometimes,4,Yes,3,4,User-friendly website/app interface,Product quality and accuracy,3.0,1.0,,4.0,3.0,3.0,2023-06-07 03:08:03-05:30,2023,6,7,3,2,0.042044689184739,0.0419567872821712,0.7898375651700927,0.0424345555171514,0.0420596223305076,0.0416667805153379,0.1801228724025039,0.8198771275974961,0.1666824542265414,0.8333175457734585,0,-1,1,1,0
2023/06/07 6:09:58 AM GMT+5:30,23,Male,Once a month,Clothing and Fashion;others,No,Few times a month,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Yes,3,No,3,3,Competitive prices,UI,3.0,1.0,,3.0,4.0,3.0,2023-06-07 06:09:58-05:30,2023,6,7,6,2,0.0422228195400648,0.789824100495515,0.0423060150000096,0.0421069230696113,0.0416668940779802,0.0418732478168188,0.1801228724025039,0.8198771275974961,0.1666824542265414,0.8333175457734585,1,-1,0,1,1
2023/06/07 9:19:23 AM GMT+5:30,25,Female,Once a week,Groceries and Gourmet Food,Yes,Multiple times a day,Filter,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Moderately,Yes,3,Yes,3,3,Product recommendations,Reducing packaging waste,3.0,3.0,,3.0,4.0,3.0,2023-06-07 09:19:23-05:30,2023,6,7,9,2,0.2915476258975545,0.0419983770605525,0.5408437124521006,0.0422764251927025,0.0416670163048181,0.0416668430922714,0.8749670464993454,0.1250329535006545,0.9166431756145148,0.083356824385485,0,-1,0,0,0
2023/06/07 9:20:34 AM GMT+5:30,21,Male,Once a week,Groceries and Gourmet Food,No,Few times a week,categories,First page,5,Maybe,Sometimes,High shipping costs,Rarely,Yes,Occasionally,No,3,No,3,3,User-friendly website/app interface,Customer service responsiveness,3.0,5.0,,3.0,2.0,3.0,2023-06-07 09:20:34-05:30,2023,6,7,9,2,0.4237937435150047,0.0419999660503165,0.4090649079236898,0.0416667649108686,0.0417424793962351,0.041732138203885,0.8749670464993454,0.1250329535006545,0.1250428283408851,0.8749571716591149,0,-1,0,0,0
2023/06/07 9:24:31 AM GMT+5:30,36,Female,Few times a month,Groceries and Gourmet Food,No,Few times a month,Keyword,Multiple pages,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,3,Sometimes,3,4,Wide product selection,Customer service responsiveness,3.0,2.0,3.0,4.0,3.0,4.0,2023-06-07 09:24:31-05:30,2023,6,7,9,2,0.0416667673102927,0.0418080264820872,0.7908290987096187,0.0423235334684621,0.0417057656935883,0.0416668083359507,0.8749670464993454,0.1250329535006545,0.1666824542265414,0.8333175457734585,0,-1,0,1,0
2023/06/07 9:25:35 AM GMT+5:30,23,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,No,Often,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness,3.0,3.0,3.0,3.0,3.0,4.0,2023-06-07 09:25:35-05:30,2023,6,7,9,2,0.0420706180027335,0.0419093980115603,0.5145019592585514,0.0416667764909978,0.0418817936360181,0.3179694546001386,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,0,-1,0,0,0
2023/06/07 9:27:03 AM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,No,3,3,Product recommendations,Customer service responsiveness,3.0,3.0,,3.0,3.0,2.0,2023-06-07 09:27:03-05:30,2023,6,7,9,2,0.0416668292681935,0.0419570431664234,0.7895373844267211,0.0428136297949521,0.0416669679536709,0.0423581453900387,0.1801228724025039,0.8198771275974961,0.1666824542265414,0.8333175457734585,0,-1,0,0,0
2023/06/07 9:28:09 AM GMT+5:30,23,Prefer not to say,Once a week,Clothing and Fashion,Yes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Yes,3,No,3,3,Product recommendations,Customer service responsiveness,3.0,3.0,,3.0,3.0,3.0,2023-06-07 09:28:09-05:30,2023,6,7,9,2,0.441978705950371,0.0421027335135356,0.3906790782904355,0.0418185423110625,0.0416670645588813,0.041753875375714,0.1801228724025039,0.8198771275974961,0.9166431756145148,0.083356824385485,0,-1,0,0,0
2023/06/07 9:32:38 AM GMT+5:30,21,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Moderately,Yes,3,No,3,3,Competitive prices,Customer service responsiveness,3.0,3.0,,3.0,3.0,3.0,2023-06-07 09:32:38-05:30,2023,6,7,9,2,0.291632690113537,0.041902069099928,0.5413638406813062,0.0416667661146684,0.0417678134821869,0.0416668205083733,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,0,-1,0,0,0
2023/06/07 10:56:11 AM GMT+5:30,23,Prefer not to say,Once a week,Clothing and Fashion,Yes,Few times a month,Keyword,Multiple pages,3,Maybe,Often,High shipping costs,Always,Yes,Heavily,Yes,3,Sometimes,3,3,Competitive prices,Product quality and accuracy,3.0,3.0,3.0,3.0,5.0,4.0,2023-06-07 10:56:11-05:30,2023,6,7,10,2,0.0333355897534674,0.612828529098608,0.0336513009667464,0.2532745574719223,0.0334919406358292,0.0334180820734267,0.1801228724025039,0.8198771275974961,0.1250428283408851,0.8749571716591149,0,-1,0,1,0
2023/06/07 10:57:14 AM GMT+5:30,26,Others,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Yes,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,No,3,No,2,3,User-friendly website/app interface,Product quality and accuracy,2.0,3.0,,3.0,3.0,3.0,2023-06-07 10:57:14-05:30,2023,6,7,10,2,0.2285551665604124,0.3584545933573114,0.0336770665983457,0.0335524378914265,0.3124272567454898,0.0333334788470139,0.1273542546663209,0.8726457453336791,0.1250428283408851,0.8749571716591149,0,-1,0,1,0
2023/06/07 10:58:27 AM GMT+5:30,30,Female,Few times a month,Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Never,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness,3.0,3.0,3.0,3.0,1.0,3.0,2023-06-07 10:58:27-05:30,2023,6,7,10,2,0.0333592925827286,0.5805287687677045,0.0335991645692122,0.2854471325326345,0.0334265096769478,0.0336391318707721,0.1273542546663209,0.8726457453336791,0.1666824542265414,0.8333175457734585,0,-1,0,0,0
2023/06/07 11:41:56 AM GMT+5:30,37,Female,Once a month,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Heavily,Yes,4,Sometimes,2,3,Wide product selection,Product quality and accuracy,2.0,1.0,3.0,3.0,4.0,3.0,2023-06-07 11:41:56-05:30,2023,6,7,11,2,0.0333359746757694,0.282072618733612,0.5829829022703331,0.0338902112214314,0.0341486750134599,0.0335696180853941,0.1801228724025039,0.8198771275974961,0.9166431756145148,0.083356824385485,1,-1,0,1,1
2023/06/07 11:44:55 AM GMT+5:30,26,Female,Once a month,Beauty and Personal Care,Yes,Few times a week,categories,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,2,Yes,3,3,Competitive prices,Shipping speed and reliability,3.0,3.0,,3.0,4.0,3.0,2023-06-07 11:44:55-05:30,2023,6,7,11,2,0.0336375378680199,0.6054440479132197,0.0335064409968646,0.0333334244397655,0.2603948943905204,0.0336836543916097,0.1273542546663209,0.8726457453336791,0.9166431756145148,0.083356824385485,0,-1,0,1,0
2023/06/07 11:46:52 AM GMT+5:30,46,Female,Once a month,others,Sometimes,Rarely,others,First page,5,Yes,Always,High shipping costs,Always,Yes,Rarely,Sometimes,1,Yes,1,1,User-friendly website/app interface,Shipping speed and reliability,1.0,5.0,,1.0,5.0,5.0,2023-06-07 11:46:52-05:30,2023,6,7,11,2,0.0333334159124788,0.5980602286492931,0.0336469777550895,0.0333557942749621,0.0335472922769339,0.2680562911312424,0.5,0.5,0.1250428283408851,0.8749571716591149,1,-1,0,1,1
2023/06/07 11:47:07 AM GMT+5:30,36,Female,Less than once a month,others,No,Rarely,others,Multiple pages,4,No,Never,others,Never,No,Never,Sometimes,4,Yes,4,4,User-friendly website/app interface,Product quality and accuracy,4.0,4.0,,4.0,1.0,1.0,2023-06-07 11:47:07-05:30,2023,6,7,11,2,0.0333333866999222,0.8326772219461688,0.033665253319977,0.0335513796058499,0.0333801707431496,0.0333925876849321,0.5,0.5,0.5,0.5,0,-1,0,0,0
2023/06/07 11:47:44 AM GMT+5:30,40,Female,Less than once a month,Home and Kitchen,Sometimes,Rarely,categories,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,3,Yes,2,2,Wide product selection,Customer service responsiveness,2.0,3.0,,2.0,2.0,3.0,2023-06-07 11:47:44-05:30,2023,6,7,11,2,0.0335441560759247,0.8325934427524389,0.0335344346482965,0.0335552011111489,0.033380114455529,0.0333926509566618,0.8326462361431456,0.1673537638568543,0.9166431756145148,0.083356824385485,1,-1,0,1,1
